payment_id,transaction_id,payment_delay_days,payment_status
7414,13940,8,Paid
7415,13936,1,Paid
7416,13937,4,Paid
7417,13933,0,Paid
7418,13942,2,Paid
7419,13956,31,Pending
7420,13951,22,Late
7421,13955,20,Late
7422,13952,25,Late
7423,13970,22,Late
7424,13968,27,Late
7425,13969,21,Late
7426,13972,32,Paid
7427,13964,17,Late
7428,13963,30,Pending
7429,13977,11,Paid
7430,13982,6,Paid
7431,13979,16,Late
7432,13981,13,Paid
7433,13974,9,Paid
7434,13978,6,Paid
7435,13990,12,Paid
7436,13991,17,Late
7437,13986,15,Late
7438,13996,13,Paid
7439,14000,15,Late
7440,13985,12,Paid
7441,13989,5,Paid
7442,13993,5,Paid
7443,13997,11,Paid
7444,14004,5,Paid
7445,14011,10,Paid
7446,14009,9,Paid
7447,14016,9,Paid
7448,14018,4,Paid
7449,14012,0,Paid
7450,14010,8,Paid
7451,14002,8,Paid
7452,14001,0,Paid
7453,14003,1,Paid
7454,14008,2,Paid
7455,14024,23,Late
7456,14032,18,Late
7457,14019,22,Late
7458,14029,21,Late
7459,14020,22,Late
7460,14025,19,Late
7461,14023,19,Late
7462,14036,9,Paid
7463,14039,16,Late
7464,14042,17,Late
7465,14037,11,Paid
7466,14044,22,Late
7467,14045,13,Paid
7468,14046,22,Late
7469,14048,11,Paid
7470,14038,4,Paid
7471,14051,17,Late
7472,14059,26,Late
7473,14053,25,Late
7474,14054,21,Late
7475,14062,24,Late
7476,14061,22,Late
7477,14052,23,Late
7478,14057,29,Late
7479,14075,17,Late
7480,14073,20,Late
7481,14081,15,Late
7482,14064,15,Late
7483,14079,11,Paid
7484,14071,15,Late
7485,14069,0,Paid
7486,14065,14,Paid
7487,14077,16,Late
7488,14074,19,Late
7489,14091,4,Paid
7490,14096,7,Paid
7491,14092,0,Paid
7492,14087,5,Paid
7493,14090,0,Paid
7494,14099,0,Paid
7495,14082,5,Paid
7496,14089,12,Paid
7497,14094,7,Paid
7498,14095,6,Paid
7499,14104,21,Late
7500,14102,18,Late
7501,14105,19,Late
7502,14100,24,Late
7503,14116,14,Paid
7504,14107,23,Late
7505,14109,19,Late
7506,14119,25,Late
7507,14120,25,Late
7508,14113,12,Paid
7509,14115,18,Late
7510,14112,16,Late
7511,14114,11,Paid
7512,14117,15,Late
7513,14134,36,Paid
7514,14123,27,Late
7515,14126,33,Paid
7516,14124,28,Late
7517,14140,20,Late
7518,14135,22,Late
7519,14131,26,Late
7520,14125,26,Late
7521,14139,21,Late
7522,14157,0,Paid
7523,14141,19,Late
7524,14144,2,Paid
7525,14147,1,Paid
7526,14150,3,Paid
7527,14151,1,Paid
7528,14149,3,Paid
7529,14155,9,Paid
7530,14145,2,Paid
7531,14143,0,Paid
7532,14172,10,Paid
7533,14162,8,Paid
7534,14173,18,Late
7535,14175,16,Late
7536,14171,11,Paid
7537,14160,4,Paid
7538,14161,4,Paid
7539,14166,11,Paid
7540,14169,12,Paid
7541,14189,21,Late
7542,14190,20,Late
7543,14194,20,Late
7544,14185,22,Late
7545,14184,11,Paid
7546,14193,17,Late
7547,14188,19,Late
7548,14182,29,Late
7549,14187,18,Late
7550,14198,21,Late
7551,14199,22,Late
7552,14195,27,Late
7553,14197,27,Late
7554,14205,7,Paid
7555,14202,5,Paid
7556,14207,4,Paid
7557,14211,6,Paid
7558,14210,5,Paid
7559,14203,10,Paid
7560,14212,10,Paid
7561,14208,10,Paid
7562,14216,14,Paid
7563,14215,17,Late
7564,14229,23,Late
7565,14233,28,Late
7566,14228,21,Late
7567,14219,28,Late
7568,14221,28,Late
7569,14231,28,Late
7570,14225,23,Late
7571,14247,4,Paid
7572,14250,1,Paid
7573,14245,7,Paid
7574,14237,15,Late
7575,14251,6,Paid
7576,14240,11,Paid
7577,14243,12,Paid
7578,14246,6,Paid
7579,14236,14,Paid
7580,14241,0,Paid
7581,14269,12,Paid
7582,14261,14,Paid
7583,14253,14,Paid
7584,14270,20,Late
7585,14265,20,Late
7586,14263,20,Late
7587,14266,21,Late
7588,14256,14,Paid
7589,14255,12,Paid
7590,14271,11,Paid
7591,14273,6,Paid
7592,14274,7,Paid
7593,14287,19,Late
7594,14280,21,Late
7595,14278,22,Late
7596,14277,15,Late
7597,14285,18,Late
7598,14290,21,Late
7599,14276,11,Paid
7600,14279,20,Late
7601,14297,29,Late
7602,14301,32,Pending
7603,14299,28,Late
7604,14296,34,Paid
7605,14293,29,Late
7606,14292,20,Late
7607,14311,17,Late
7608,14307,5,Paid
7609,14316,16,Late
7610,14314,9,Paid
7611,14313,15,Late
7612,14309,15,Late
7613,14304,12,Paid
7614,14310,12,Paid
7615,14306,12,Paid
7616,14312,0,Paid
7617,14323,2,Paid
7618,14324,0,Paid
7619,14332,2,Paid
7620,14331,0,Paid
7621,14335,0,Paid
7622,14333,10,Paid
7623,14322,7,Paid
7624,14337,1,Paid
7625,14328,2,Paid
7626,14326,0,Paid
7627,14341,12,Paid
7628,14353,6,Paid
7629,14343,14,Paid
7630,14355,8,Paid
7631,14352,7,Paid
7632,14349,10,Paid
7633,14354,7,Paid
7634,14338,11,Paid
7635,14360,12,Paid
7636,14368,17,Late
7637,14367,21,Late
7638,14361,11,Paid
7639,14373,14,Paid
7640,14370,17,Late
7641,14369,12,Paid
7642,14358,17,Late
7643,14372,17,Late
7644,14375,16,Late
7645,14383,7,Paid
7646,14374,6,Paid
7647,14378,9,Paid
7648,14389,6,Paid
7649,14385,13,Paid
7650,14387,5,Paid
7651,14390,22,Late
7652,14386,17,Late
7653,14379,11,Paid
7654,14377,15,Late
7655,14403,0,Paid
7656,14407,14,Paid
7657,14395,0,Paid
7658,14404,1,Paid
7659,14399,0,Paid
7660,14408,4,Paid
7661,14394,0,Paid
7662,14396,2,Paid
7663,14400,0,Paid
7664,14405,0,Paid
7665,14409,0,Paid
7666,14417,11,Paid
7667,14415,3,Paid
7668,14410,6,Paid
7669,14416,13,Paid
7670,14422,23,Late
7671,14420,12,Paid
7672,14413,5,Paid
7673,14424,8,Paid
7674,14419,10,Paid
7675,14435,9,Paid
7676,14439,15,Late
7677,14430,12,Paid
7678,14437,15,Late
7679,14438,9,Paid
7680,14428,17,Late
7681,14440,10,Paid
7682,14429,6,Paid
7683,14434,21,Late
7684,14446,0,Paid
7685,14451,0,Paid
7686,14447,0,Paid
7687,14460,12,Paid
7688,14443,9,Paid
7689,14458,7,Paid
7690,14450,0,Paid
7691,14457,12,Paid
7692,14453,1,Paid
7693,14449,4,Paid
7694,14477,14,Paid
7695,14478,13,Paid
7696,14463,12,Paid
7697,14472,12,Paid
7698,14473,17,Late
7699,14476,15,Late
7700,14471,13,Paid
7701,14461,21,Late
7702,14465,0,Paid
7703,14470,16,Late
7704,14467,17,Late
7705,14479,28,Late
7706,14487,22,Late
7707,14485,24,Late
7708,14480,27,Late
7709,14484,30,Paid
7710,14499,12,Paid
7711,14494,15,Late
7712,14500,22,Late
7713,14495,3,Paid
7714,14502,10,Paid
7715,14504,21,Late
7716,14497,19,Late
7717,14492,16,Late
7718,14501,11,Paid
7719,14510,6,Paid
7720,14520,8,Paid
7721,14524,18,Late
7722,14507,7,Paid
7723,14516,11,Paid
7724,14512,7,Paid
7725,14514,15,Late
7726,14518,8,Paid
7727,14508,10,Paid
7728,14519,2,Paid
7729,14529,21,Late
7730,14527,30,Pending
7731,14538,23,Late
7732,14540,40,Pending
7733,14537,19,Late
7734,14534,25,Late
7735,14530,30,Paid
7736,14536,28,Late
7737,14535,24,Late
7738,14539,25,Late
7739,14558,0,Paid
7740,14546,0,Paid
7741,14555,11,Paid
7742,14554,2,Paid
7743,14551,7,Paid
7744,14541,4,Paid
7745,14542,7,Paid
7746,14547,0,Paid
7747,14543,0,Paid
7748,14573,27,Late
7749,14562,18,Late
7750,14568,29,Late
7751,14561,28,Late
7752,14565,18,Late
7753,14576,18,Late
7754,14572,15,Late
7755,14563,17,Late
7756,14567,14,Paid
7757,14577,28,Late
7758,14589,0,Paid
7759,14584,11,Paid
7760,14595,11,Paid
7761,14586,0,Paid
7762,14591,15,Late
7763,14590,10,Paid
7764,14585,11,Paid
7765,14594,4,Paid
7766,14582,11,Paid
7767,14587,13,Paid
7768,14613,7,Paid
7769,14605,18,Late
7770,14601,8,Paid
7771,14607,13,Paid
7772,14597,9,Paid
7773,14611,10,Paid
7774,14609,0,Paid
7775,14596,9,Paid
7776,14608,4,Paid
7777,14621,21,Late
7778,14623,34,Paid
7779,14619,24,Late
7780,14616,20,Late
7781,14618,24,Late
7782,14631,19,Late
7783,14620,33,Paid
7784,14624,22,Late
7785,14626,28,Late
7786,14617,32,Paid
7787,14614,23,Late
7788,14625,28,Late
7789,14635,15,Late
7790,14634,33,Paid
7791,14641,25,Late
7792,14640,20,Late
7793,14639,17,Late
7794,14632,20,Late
7795,14646,19,Late
7796,14638,30,Paid
7797,14645,14,Paid
7798,14654,10,Paid
7799,14667,9,Paid
7800,14659,9,Paid
7801,14664,9,Paid
7802,14660,9,Paid
7803,14656,14,Paid
7804,14655,13,Paid
7805,14665,12,Paid
7806,14657,0,Paid
7807,14662,11,Paid
7808,14672,3,Paid
7809,14675,15,Late
7810,14669,19,Late
7811,14685,7,Paid
7812,14673,10,Paid
7813,14680,9,Paid
7814,14674,18,Late
7815,14678,12,Paid
7816,14670,20,Late
7817,14700,30,Paid
7818,14702,29,Late
7819,14688,28,Late
7820,14698,32,Paid
7821,14687,19,Late
7822,14689,28,Late
7823,14699,27,Late
7824,14693,31,Paid
7825,14690,27,Late
7826,14712,0,Paid
7827,14718,4,Paid
7828,14715,0,Paid
7829,14705,0,Paid
7830,14711,7,Paid
7831,14706,6,Paid
7832,14714,6,Paid
7833,14720,10,Paid
7834,14717,0,Paid
7835,14709,0,Paid
7836,14725,17,Late
7837,14739,16,Late
7838,14729,13,Paid
7839,14736,17,Late
7840,14728,14,Paid
7841,14724,8,Paid
7842,14738,15,Late
7843,14730,12,Paid
7844,14735,19,Late
7845,14733,14,Paid
7846,14748,20,Late
7847,14746,23,Late
7848,14741,18,Late
7849,14755,7,Paid
7850,14753,22,Late
7851,14742,22,Late
7852,14743,15,Late
7853,14749,21,Late
7854,14744,12,Paid
7855,14761,3,Paid
7856,14769,9,Paid
7857,14766,21,Late
7858,14759,5,Paid
7859,14774,12,Paid
7860,14758,13,Paid
7861,14773,10,Paid
7862,14770,10,Paid
7863,14763,13,Paid
7864,14778,8,Paid
7865,14779,3,Paid
7866,14776,12,Paid
7867,14781,16,Late
7868,14783,15,Late
7869,14785,20,Late
7870,14786,18,Late
7871,14790,0,Paid
7872,14793,7,Paid
7873,14797,3,Paid
7874,14802,3,Paid
7875,14791,4,Paid
7876,14805,2,Paid
7877,14795,0,Paid
7878,14806,3,Paid
7879,14803,0,Paid
7880,14798,0,Paid
7881,14820,17,Late
7882,14822,20,Late
7883,14809,8,Paid
7884,14824,18,Late
7885,14816,22,Late
7886,14815,13,Paid
7887,14823,9,Paid
7888,14817,14,Paid
7889,14808,11,Paid
7890,14819,10,Paid
7891,14827,9,Paid
7892,14825,0,Paid
7893,14831,0,Paid
7894,14838,7,Paid
7895,14841,6,Paid
7896,14835,8,Paid
7897,14834,16,Late
7898,14830,7,Paid
7899,14840,9,Paid
7900,14828,2,Paid
7901,14855,20,Late
7902,14859,14,Paid
7903,14848,17,Late
7904,14854,16,Late
7905,14853,22,Late
7906,14843,10,Paid
7907,14852,5,Paid
7908,14857,15,Late
7909,14844,19,Late
7910,14846,17,Late
7911,14850,23,Late
7912,14873,13,Paid
7913,14868,8,Paid
7914,14861,0,Paid
7915,14875,9,Paid
7916,14872,16,Late
7917,14869,9,Paid
7918,14866,11,Paid
7919,14876,13,Paid
7920,14871,5,Paid
7921,14877,14,Paid
7922,14896,17,Late
7923,14895,8,Paid
7924,14883,3,Paid
7925,14886,8,Paid
7926,14880,0,Paid
7927,14881,10,Paid
7928,14885,11,Paid
7929,14887,17,Late
7930,14894,8,Paid
7931,14912,6,Paid
7932,14907,0,Paid
7933,14910,2,Paid
7934,14909,0,Paid
7935,14902,3,Paid
7936,14911,2,Paid
7937,14914,5,Paid
7938,14904,0,Paid
7939,14903,4,Paid
7940,14905,2,Paid
7941,14906,2,Paid
7942,14918,7,Paid
7943,14916,7,Paid
7944,14931,10,Paid
7945,14927,6,Paid
7946,14917,5,Paid
7947,14926,6,Paid
7948,14928,3,Paid
7949,14929,5,Paid
7950,14925,17,Late
7951,14920,2,Paid
7952,14936,5,Paid
7953,14948,5,Paid
7954,14945,5,Paid
7955,14944,5,Paid
7956,14946,8,Paid
7957,14947,0,Paid
7958,14934,12,Paid
7959,14949,10,Paid
7960,14939,0,Paid
7961,14938,0,Paid
7962,14955,23,Late
7963,14959,26,Late
7964,14952,40,Paid
7965,14954,30,Paid
7966,14976,6,Paid
7967,14972,12,Paid
7968,14974,15,Late
7969,14967,17,Late
7970,14973,9,Paid
7971,14975,15,Late
7972,14971,12,Paid
7973,14977,10,Paid
7974,14980,6,Paid
7975,14985,8,Paid
7976,14991,9,Paid
7977,14990,7,Paid
7978,14983,2,Paid
7979,14992,8,Paid
7980,14987,6,Paid
7981,14986,5,Paid
7982,14988,1,Paid
7983,14996,27,Late
7984,15014,15,Late
7985,15005,27,Late
7986,15000,16,Late
7987,15007,11,Paid
7988,15008,10,Paid
7989,15012,12,Paid
7990,15003,25,Late
7991,15002,13,Paid
7992,15004,19,Late
7993,15010,13,Paid
7994,15028,5,Paid
7995,15021,7,Paid
7996,15027,1,Paid
7997,15030,0,Paid
7998,15023,12,Paid
7999,15015,8,Paid
8000,15020,7,Paid
8001,15025,7,Paid
8002,15026,6,Paid
8003,15032,14,Paid
8004,15039,10,Paid
8005,15047,12,Paid
8006,15046,2,Paid
8007,15037,5,Paid
8008,15035,3,Paid
8009,15050,16,Late
8010,15043,0,Paid
8011,15036,7,Paid
8012,15049,0,Paid
8013,15060,0,Paid
8014,15054,0,Paid
8015,15067,7,Paid
8016,15053,2,Paid
8017,15066,0,Paid
8018,15059,6,Paid
8019,15056,1,Paid
8020,15064,1,Paid
8021,15065,0,Paid
8022,15078,2,Paid
8023,15077,2,Paid
8024,15075,7,Paid
8025,15081,7,Paid
8026,15073,14,Paid
8027,15080,8,Paid
8028,15072,0,Paid
8029,15074,8,Paid
8030,15084,0,Paid
8031,15070,2,Paid
8032,15103,0,Paid
8033,15094,1,Paid
8034,15088,0,Paid
8035,15096,6,Paid
8036,15097,0,Paid
8037,15104,6,Paid
8038,15101,16,Late
8039,15091,0,Paid
8040,15087,3,Paid
8041,15114,5,Paid
8042,15117,16,Late
8043,15113,21,Late
8044,15111,21,Late
8045,15108,18,Late
8046,15105,22,Late
8047,15112,30,Pending
8048,15120,26,Late
8049,15121,15,Late
8050,15116,10,Paid
8051,15134,20,Late
8052,15127,18,Late
8053,15125,25,Late
8054,15138,17,Late
8055,15139,22,Late
8056,15126,27,Late
8057,15132,22,Late
8058,15131,18,Late
8059,15129,28,Late
8060,15135,13,Paid
8061,15137,21,Late
8062,15141,22,Late
8063,15153,17,Late
8064,15154,17,Late
8065,15157,20,Late
8066,15147,16,Late
8067,15150,15,Late
8068,15149,14,Paid
8069,15144,13,Paid
8070,15151,20,Late
8071,15148,13,Paid
8072,15142,21,Late
8073,15166,19,Late
8074,15162,16,Late
8075,15172,22,Late
8076,15176,15,Late
8077,15174,22,Late
8078,15177,20,Late
8079,15175,16,Late
8080,15195,6,Paid
8081,15179,6,Paid
8082,15192,9,Paid
8083,15181,8,Paid
8084,15193,6,Paid
8085,15184,0,Paid
8086,15188,16,Late
8087,15186,0,Paid
8088,15185,8,Paid
8089,15206,29,Late
8090,15203,21,Late
8091,15211,26,Late
8092,15201,26,Late
8093,15197,33,Pending
8094,15210,23,Late
8095,15198,25,Late
8096,15205,15,Late
8097,15200,35,Pending
8098,15222,22,Late
8099,15229,29,Late
8100,15214,27,Late
8101,15228,27,Late
8102,15220,32,Pending
8103,15224,36,Paid
8104,15221,29,Late
8105,15217,31,Paid
8106,15219,29,Late
8107,15242,11,Paid
8108,15233,3,Paid
8109,15238,11,Paid
8110,15240,11,Paid
8111,15236,11,Paid
8112,15244,2,Paid
8113,15237,5,Paid
8114,15239,7,Paid
8115,15231,0,Paid
8116,15232,13,Paid
8117,15252,20,Late
8118,15250,22,Late
8119,15254,18,Late
8120,15251,14,Paid
8121,15259,3,Paid
8122,15271,8,Paid
8123,15264,10,Paid
8124,15272,7,Paid
8125,15270,8,Paid
8126,15255,5,Paid
8127,15267,9,Paid
8128,15265,14,Paid
8129,15256,10,Paid
8130,15263,11,Paid
8131,15281,9,Paid
8132,15277,0,Paid
8133,15273,2,Paid
8134,15280,10,Paid
8135,15289,7,Paid
8136,15286,10,Paid
8137,15282,16,Late
8138,15298,4,Paid
8139,15295,7,Paid
8140,15304,1,Paid
8141,15306,0,Paid
8142,15292,0,Paid
8143,15305,0,Paid
8144,15291,8,Paid
8145,15303,4,Paid
8146,15300,3,Paid
8147,15294,7,Paid
8148,15317,0,Paid
8149,15313,10,Paid
8150,15324,1,Paid
8151,15316,7,Paid
8152,15314,6,Paid
8153,15315,11,Paid
8154,15320,9,Paid
8155,15326,14,Paid
8156,15309,4,Paid
8157,15339,8,Paid
8158,15334,5,Paid
8159,15343,0,Paid
8160,15327,0,Paid
8161,15328,4,Paid
8162,15344,10,Paid
8163,15333,7,Paid
8164,15342,0,Paid
8165,15332,4,Paid
8166,15354,32,Paid
8167,15352,22,Late
8168,15355,20,Late
8169,15358,24,Late
8170,15357,25,Late
8171,15348,19,Late
8172,15351,24,Late
8173,15356,20,Late
8174,15364,27,Late
8175,15365,24,Late
8176,15370,30,Pending
8177,15375,24,Late
8178,15368,23,Late
8179,15374,32,Pending
8180,15369,27,Late
8181,15377,29,Late
8182,15371,26,Late
8183,15373,32,Paid
8184,15385,0,Paid
8185,15387,0,Paid
8186,15382,3,Paid
8187,15388,5,Paid
8188,15402,23,Late
8189,15403,35,Paid
8190,15394,27,Late
8191,15398,20,Late
8192,15390,27,Late
8193,15400,24,Late
8194,15406,28,Late
8195,15392,25,Late
8196,15399,26,Late
8197,15391,21,Late
8198,15415,4,Paid
8199,15418,0,Paid
8200,15410,0,Paid
8201,15411,1,Paid
8202,15414,8,Paid
8203,15419,0,Paid
8204,15407,3,Paid
8205,15423,12,Paid
8206,15420,11,Paid
8207,15425,5,Paid
8208,15426,1,Paid
8209,15438,0,Paid
8210,15443,4,Paid
8211,15444,11,Paid
8212,15433,0,Paid
8213,15432,9,Paid
8214,15440,1,Paid
8215,15431,6,Paid
8216,15427,9,Paid
8217,15452,1,Paid
8218,15457,5,Paid
8219,15462,2,Paid
8220,15446,8,Paid
8221,15453,6,Paid
8222,15445,5,Paid
8223,15448,12,Paid
8224,15447,8,Paid
8225,15455,1,Paid
8226,15460,4,Paid
8227,15480,2,Paid
8228,15463,3,Paid
8229,15467,15,Late
8230,15465,4,Paid
8231,15471,0,Paid
8232,15469,0,Paid
8233,15476,0,Paid
8234,15479,1,Paid
8235,15478,0,Paid
8236,15496,0,Paid
8237,15493,0,Paid
8238,15497,5,Paid
8239,15483,4,Paid
8240,15488,5,Paid
8241,15487,3,Paid
8242,15482,0,Paid
8243,15492,6,Paid
8244,15498,13,Paid
8245,15481,6,Paid
8246,15494,1,Paid
8247,15501,7,Paid
8248,15502,10,Paid
8249,15510,17,Late
8250,15518,20,Late
8251,15515,16,Late
8252,15507,18,Late
8253,15503,18,Late
8254,15511,17,Late
8255,15509,11,Paid
8256,15519,15,Late
8257,15517,10,Paid
8258,15536,10,Paid
8259,15529,11,Paid
8260,15526,18,Late
8261,15533,3,Paid
8262,15524,12,Paid
8263,15523,17,Late
8264,15522,13,Paid
8265,15527,14,Paid
8266,15530,12,Paid
8267,15521,16,Late
8268,15553,0,Paid
8269,15540,0,Paid
8270,15542,2,Paid
8271,15544,0,Paid
8272,15541,9,Paid
8273,15543,9,Paid
8274,15554,0,Paid
8275,15550,1,Paid
8276,15552,2,Paid
8277,15569,18,Late
8278,15565,18,Late
8279,15571,20,Late
8280,15566,17,Late
8281,15564,22,Late
8282,15568,20,Late
8283,15558,14,Paid
8284,15559,24,Late
8285,15556,11,Paid
8286,15560,17,Late
8287,15582,21,Late
8288,15577,13,Paid
8289,15588,18,Late
8290,15578,19,Late
8291,15583,12,Paid
8292,15586,16,Late
8293,15579,16,Late
8294,15573,14,Paid
8295,15581,28,Late
8296,15589,13,Paid
8297,15585,22,Late
8298,15591,15,Late
8299,15600,11,Paid
8300,15594,17,Late
8301,15597,20,Late
8302,15603,21,Late
8303,15595,24,Late
8304,15604,31,Pending
8305,15598,18,Late
8306,15599,13,Paid
8307,15616,30,Paid
8308,15610,26,Late
8309,15608,32,Paid
8310,15624,21,Late
8311,15613,39,Pending
8312,15611,32,Paid
8313,15618,19,Late
8314,15623,24,Late
8315,15628,9,Paid
8316,15630,10,Paid
8317,15643,0,Paid
8318,15638,8,Paid
8319,15632,0,Paid
8320,15633,4,Paid
8321,15637,10,Paid
8322,15627,2,Paid
8323,15634,0,Paid
8324,15644,23,Late
8325,15650,19,Late
8326,15656,26,Late
8327,15657,18,Late
8328,15646,19,Late
8329,15648,12,Paid
8330,15652,23,Late
8331,15651,22,Late
8332,15659,17,Late
8333,15669,23,Late
8334,15667,28,Late
8335,15670,21,Late
8336,15672,24,Late
8337,15662,24,Late
8338,15665,16,Late
8339,15666,33,Pending
8340,15664,20,Late
8341,15685,9,Paid
8342,15680,9,Paid
8343,15674,5,Paid
8344,15684,9,Paid
8345,15673,7,Paid
8346,15690,0,Paid
8347,15683,4,Paid
8348,15686,2,Paid
8349,15692,23,Late
8350,15691,19,Late
8351,15706,31,Pending
8352,15693,34,Pending
8353,15708,30,Paid
8354,15696,32,Paid
8355,15694,24,Late
8356,15698,22,Late
8357,15702,22,Late
8358,15699,29,Late
8359,15710,13,Paid
8360,15726,11,Paid
8361,15720,18,Late
8362,15713,14,Paid
8363,15712,7,Paid
8364,15725,8,Paid
8365,15718,15,Late
8366,15724,17,Late
8367,15723,14,Paid
8368,15733,21,Late
8369,15734,20,Late
8370,15730,14,Paid
8371,15740,7,Paid
8372,15736,5,Paid
8373,15737,10,Paid
8374,15739,15,Late
8375,15743,21,Late
8376,15744,14,Paid
8377,15731,17,Late
8378,15750,21,Late
8379,15748,26,Late
8380,15746,27,Late
8381,15749,13,Paid
8382,15762,5,Paid
8383,15764,12,Paid
8384,15753,9,Paid
8385,15763,2,Paid
8386,15757,0,Paid
8387,15754,6,Paid
8388,15752,7,Paid
8389,15756,3,Paid
8390,15765,8,Paid
8391,15766,10,Paid
8392,15761,11,Paid
8393,15774,18,Late
8394,15769,23,Late
8395,15776,28,Late
8396,15772,32,Pending
8397,15780,32,Pending
8398,15786,32,Pending
8399,15775,28,Late
8400,15771,28,Late
8401,15781,26,Late
8402,15770,33,Pending
8403,15790,0,Paid
8404,15804,9,Paid
8405,15803,6,Paid
8406,15802,4,Paid
8407,15788,1,Paid
8408,15795,0,Paid
8409,15794,1,Paid
8410,15787,3,Paid
8411,15792,0,Paid
8412,15791,4,Paid
8413,15798,9,Paid
8414,15812,12,Paid
8415,15806,7,Paid
8416,15815,10,Paid
8417,15818,7,Paid
8418,15817,10,Paid
8419,15821,17,Late
8420,15810,14,Paid
8421,15807,12,Paid
8422,15808,7,Paid
8423,15819,13,Paid
8424,15835,8,Paid
8425,15838,15,Late
8426,15837,19,Late
8427,15836,20,Late
8428,15829,20,Late
8429,15823,18,Late
8430,15830,16,Late
8431,15824,19,Late
8432,15833,12,Paid
8433,15826,12,Paid
8434,15831,17,Late
8435,15841,26,Late
8436,15844,16,Late
8437,15842,28,Late
8438,15846,29,Late
8439,15847,14,Paid
8440,15849,26,Late
8441,15853,25,Late
8442,15850,27,Late
8443,15855,27,Late
8444,15861,28,Late
8445,15864,27,Late
8446,15858,21,Late
8447,15863,26,Late
8448,15866,28,Late
8449,15865,35,Paid
8450,15870,40,Pending
8451,15854,35,Paid
8452,15856,25,Late
8453,15872,9,Paid
8454,15887,19,Late
8455,15885,28,Late
8456,15874,19,Late
8457,15876,13,Paid
8458,15875,17,Late
8459,15877,23,Late
8460,15886,23,Late
8461,15900,26,Late
8462,15893,31,Pending
8463,15901,16,Late
8464,15892,28,Late
8465,15897,32,Paid
8466,15894,23,Late
8467,15891,23,Late
8468,15896,18,Late
8469,15909,35,Pending
8470,15908,24,Late
8471,15924,24,Late
8472,15917,26,Late
8473,15910,30,Pending
8474,15914,22,Late
8475,15911,20,Late
8476,15918,23,Late
8477,15923,29,Late
8478,15937,29,Late
8479,15926,25,Late
8480,15932,22,Late
8481,15940,23,Late
8482,15935,34,Paid
8483,15925,28,Late
8484,15933,26,Late
8485,15930,26,Late
8486,15941,30,Paid
8487,15947,20,Late
8488,15944,20,Late
8489,15955,28,Late
8490,15943,29,Late
8491,15951,13,Paid
8492,15946,23,Late
8493,15959,18,Late
8494,15957,20,Late
8495,15965,14,Paid
8496,15967,11,Paid
8497,15974,14,Paid
8498,15975,16,Late
8499,15964,14,Paid
8500,15961,9,Paid
8501,15969,9,Paid
8502,15978,5,Paid
8503,15972,8,Paid
8504,15995,24,Late
8505,15993,11,Paid
8506,15991,9,Paid
8507,15988,16,Late
8508,15981,14,Paid
8509,15990,14,Paid
8510,15994,22,Late
8511,15985,17,Late
8512,15982,12,Paid
8513,16013,6,Paid
8514,16004,6,Paid
8515,15999,13,Paid
8516,16005,7,Paid
8517,15997,0,Paid
8518,16008,8,Paid
8519,16006,1,Paid
8520,16012,19,Late
8521,16028,0,Paid
8522,16024,0,Paid
8523,16020,2,Paid
8524,16031,0,Paid
8525,16029,0,Paid
8526,16019,3,Paid
8527,16016,8,Paid
8528,16018,4,Paid
8529,16030,8,Paid
8530,16034,23,Late
8531,16035,30,Pending
8532,16037,29,Late
8533,16041,30,Paid
8534,16038,35,Paid
8535,16046,16,Late
8536,16044,15,Late
8537,16056,20,Late
8538,16052,9,Paid
8539,16050,16,Late
8540,16048,17,Late
8541,16054,13,Paid
8542,16051,23,Late
8543,16047,12,Paid
8544,16068,29,Late
8545,16074,31,Paid
8546,16058,36,Paid
8547,16066,29,Late
8548,16059,34,Paid
8549,16073,33,Pending
8550,16060,30,Paid
8551,16070,24,Late
8552,16078,16,Late
8553,16086,24,Late
8554,16079,21,Late
8555,16077,28,Late
8556,16085,27,Late
8557,16091,23,Late
8558,16101,17,Late
8559,16092,25,Late
8560,16104,17,Late
8561,16102,19,Late
8562,16097,18,Late
8563,16093,22,Late
8564,16103,28,Late
8565,16098,22,Late
8566,16115,7,Paid
8567,16122,2,Paid
8568,16108,12,Paid
8569,16112,6,Paid
8570,16124,10,Paid
8571,16119,8,Paid
8572,16120,14,Paid
8573,16110,9,Paid
8574,16118,9,Paid
8575,16107,12,Paid
8576,16133,30,Pending
8577,16131,24,Late
8578,16132,19,Late
8579,16139,20,Late
8580,16130,17,Late
8581,16129,15,Late
8582,16125,17,Late
8583,16153,1,Paid
8584,16154,8,Paid
8585,16160,0,Paid
8586,16159,11,Paid
8587,16152,8,Paid
8588,16156,5,Paid
8589,16150,5,Paid
8590,16155,2,Paid
8591,16157,6,Paid
8592,16162,14,Paid
8593,16161,5,Paid
8594,16179,11,Paid
8595,16170,22,Late
8596,16167,20,Late
8597,16171,13,Paid
8598,16176,15,Late
8599,16180,14,Paid
8600,16181,15,Late
8601,16166,17,Late
8602,16192,7,Paid
8603,16198,5,Paid
8604,16189,5,Paid
8605,16188,7,Paid
8606,16190,9,Paid
8607,16199,7,Paid
8608,16193,14,Paid
8609,16186,11,Paid
8610,16194,1,Paid
8611,16185,11,Paid
8612,16187,12,Paid
8613,16204,25,Late
8614,16212,20,Late
8615,16208,28,Late
8616,16200,27,Late
