contract_id,customer_id,subscription_type,contract_length,start_date,end_date
1023,1023,Basic,Quarterly,2022-04-11,2023-04-11
1024,1024,Standard,Annual,2024-12-01,2024-12-31
1025,1025,Basic,Monthly,2023-08-04,2024-08-03
1026,1026,Premium,Quarterly,2020-04-21,2025-03-31
1027,1027,Basic,Monthly,2022-10-08,2025-01-30
1028,1028,Basic,Annual,2024-05-05,2025-12-26
1029,1029,Premium,Annual,2022-03-12,2023-03-12
1030,1030,Premium,Quarterly,2022-03-12,2023-03-12
1031,1031,Standard,Quarterly,2022-03-12,2023-03-12
1032,1032,Standard,Annual,2022-04-11,2023-04-11
1033,1033,Standard,Monthly,2024-08-03,2025-01-30
1034,1034,Premium,Monthly,2022-03-12,2023-03-12
1035,1035,Premium,Quarterly,2024-06-04,2025-03-31
1036,1036,Premium,Quarterly,2020-11-17,2021-11-17
1037,1037,Basic,Annual,2023-06-05,2025-12-26
1038,1038,Premium,Quarterly,2024-05-05,2024-12-31
1039,1039,Premium,Monthly,2020-09-18,2021-09-18
1040,1040,Basic,Monthly,2021-11-12,2022-11-12
1041,1041,Standard,Monthly,2021-04-16,2022-04-16
1042,1042,Premium,Annual,2020-03-22,2025-12-26
1043,1043,Standard,Monthly,2021-06-15,2022-06-15
1044,1044,Basic,Quarterly,2023-09-03,2025-03-31
1045,1045,Standard,Quarterly,2024-08-03,2024-12-31
1046,1046,Premium,Quarterly,2021-09-13,2022-09-13
1047,1047,Basic,Annual,2023-05-06,2025-12-26
1048,1048,Basic,Annual,2021-02-15,2022-02-15
1049,1049,Standard,Monthly,2024-11-01,2025-01-30
1050,1050,Basic,Quarterly,2023-06-05,2025-03-31
1051,1051,Premium,Quarterly,2022-12-07,2023-12-07
1052,1052,Premium,Annual,2023-12-02,2024-12-01
1053,1053,Standard,Annual,2021-02-15,2025-12-26
1054,1054,Standard,Monthly,2023-11-02,2024-11-01
1055,1055,Basic,Quarterly,2024-04-05,2024-12-31
1056,1056,Premium,Quarterly,2023-03-07,2024-03-06
1057,1057,Premium,Quarterly,2021-06-15,2025-03-31
1058,1058,Basic,Quarterly,2023-07-05,2025-03-31
1059,1059,Standard,Monthly,2022-09-08,2023-09-08
1060,1060,Premium,Quarterly,2023-03-07,2024-03-06
1061,1061,Standard,Quarterly,2024-10-02,2025-03-31
1062,1062,Standard,Quarterly,2022-09-08,2025-03-31
1063,1063,Premium,Annual,2020-12-17,2021-12-17
1064,1064,Premium,Monthly,2021-10-13,2022-10-13
1065,1065,Premium,Quarterly,2021-09-13,2022-09-13
1066,1066,Premium,Monthly,2021-04-16,2022-04-16
1067,1067,Standard,Quarterly,2020-12-17,2021-12-17
1068,1068,Premium,Annual,2024-04-05,2025-12-26
1069,1069,Basic,Quarterly,2021-05-16,2022-05-16
1070,1070,Premium,Monthly,2020-12-17,2025-01-30
1071,1071,Premium,Monthly,2021-08-14,2025-01-30
1072,1072,Basic,Quarterly,2021-03-17,2025-03-31
1073,1073,Standard,Monthly,2020-11-17,2021-11-17
1074,1074,Basic,Monthly,2020-04-21,2021-04-21
1075,1075,Premium,Quarterly,2024-02-05,2025-03-31
1076,1076,Basic,Monthly,2021-08-14,2022-08-14
1077,1077,Basic,Annual,2022-09-08,2025-12-26
1078,1078,Premium,Monthly,2023-02-05,2024-02-05
1079,1079,Basic,Monthly,2023-08-04,2025-01-30
1080,1080,Premium,Monthly,2024-12-01,2024-12-31
1081,1081,Standard,Quarterly,2020-01-22,2025-03-31
1082,1082,Basic,Monthly,2024-05-05,2025-01-30
1083,1083,Basic,Annual,2021-12-12,2025-12-26
1084,1084,Basic,Annual,2023-07-05,2024-07-04
1085,1085,Standard,Monthly,2024-04-05,2025-01-30
1086,1086,Premium,Quarterly,2022-08-09,2025-03-31
1087,1087,Basic,Quarterly,2021-05-16,2022-05-16
1088,1088,Standard,Monthly,2023-12-02,2025-01-30
1089,1089,Basic,Annual,2023-10-03,2025-12-26
1090,1090,Standard,Quarterly,2024-08-03,2025-03-31
1091,1091,Standard,Quarterly,2022-12-07,2023-12-07
1092,1092,Premium,Quarterly,2020-03-22,2025-03-31
1093,1093,Standard,Monthly,2023-10-03,2025-01-30
1094,1094,Standard,Annual,2020-12-17,2021-12-17
1095,1095,Standard,Monthly,2022-08-09,2023-08-09
1096,1096,Standard,Annual,2022-04-11,2023-04-11
1097,1097,Premium,Monthly,2022-10-08,2025-01-30
1098,1098,Premium,Annual,2021-08-14,2022-08-14
1099,1099,Premium,Quarterly,2023-06-05,2025-03-31
1100,1100,Basic,Monthly,2023-04-06,2024-04-05
1101,1101,Standard,Monthly,2023-06-05,2025-01-30
1102,1102,Standard,Quarterly,2020-11-17,2021-11-17
1103,1103,Basic,Monthly,2022-06-10,2023-06-10
1104,1104,Standard,Annual,2024-05-05,2025-12-26
1105,1105,Basic,Annual,2022-09-08,2023-09-08
1106,1106,Standard,Monthly,2023-04-06,2024-04-05
1107,1107,Standard,Quarterly,2021-04-16,2022-04-16
1108,1108,Standard,Quarterly,2021-02-15,2022-02-15
1109,1109,Premium,Monthly,2024-02-05,2025-01-30
1110,1110,Standard,Monthly,2024-07-04,2024-12-31
1111,1111,Basic,Annual,2024-01-06,2025-12-26
1112,1112,Basic,Monthly,2024-07-04,2025-01-30
1113,1113,Basic,Annual,2021-02-15,2025-12-26
1114,1114,Basic,Annual,2023-03-07,2025-12-26
1115,1115,Premium,Annual,2020-01-22,2025-12-26
1116,1116,Basic,Quarterly,2023-07-05,2025-03-31
1117,1117,Standard,Quarterly,2022-01-11,2023-01-11
1118,1118,Basic,Monthly,2022-12-07,2023-12-07
1119,1119,Premium,Annual,2023-11-02,2025-12-26
1120,1120,Basic,Annual,2020-12-17,2021-12-17
1121,1121,Standard,Monthly,2021-02-15,2022-02-15
1122,1122,Basic,Quarterly,2020-01-22,2021-01-21
1123,1123,Premium,Monthly,2020-01-22,2021-01-21
1124,1124,Standard,Annual,2021-03-17,2022-03-17
1125,1125,Premium,Quarterly,2023-12-02,2025-03-31
1126,1126,Standard,Quarterly,2022-10-08,2023-10-08
1127,1127,Basic,Monthly,2021-09-13,2025-01-30
1128,1128,Standard,Annual,2023-11-02,2025-12-26
1129,1129,Standard,Monthly,2024-01-06,2025-01-30
1130,1130,Premium,Quarterly,2020-04-21,2021-04-21
1131,1131,Basic,Quarterly,2022-11-07,2023-11-07
1132,1132,Standard,Quarterly,2022-03-12,2023-03-12
1133,1133,Standard,Annual,2020-09-18,2021-09-18
1134,1134,Basic,Monthly,2020-10-18,2021-10-18
1135,1135,Standard,Quarterly,2020-01-22,2021-01-21
1136,1136,Premium,Monthly,2021-12-12,2022-12-12
1137,1137,Premium,Annual,2022-03-12,2023-03-12
1138,1138,Standard,Quarterly,2024-09-02,2025-03-31
1139,1139,Standard,Quarterly,2023-02-05,2025-03-31
1140,1140,Standard,Annual,2023-12-02,2025-12-26
1141,1141,Standard,Quarterly,2020-02-21,2025-03-31
1142,1142,Basic,Monthly,2020-12-17,2025-01-30
1143,1143,Basic,Quarterly,2021-11-12,2022-11-12
1144,1144,Standard,Annual,2024-11-01,2024-12-31
1145,1145,Basic,Quarterly,2020-11-17,2025-03-31
1146,1146,Standard,Quarterly,2023-10-03,2025-03-31
1147,1147,Basic,Annual,2024-02-05,2025-12-26
1148,1148,Basic,Monthly,2021-01-16,2025-01-30
1149,1149,Standard,Quarterly,2021-05-16,2025-03-31
1150,1150,Basic,Annual,2022-02-10,2025-12-26
1151,1151,Basic,Monthly,2020-08-19,2021-08-19
1152,1152,Standard,Monthly,2021-12-12,2025-01-30
1153,1153,Standard,Quarterly,2024-04-05,2025-03-31
1154,1154,Basic,Annual,2020-08-19,2025-12-26
1155,1155,Premium,Annual,2020-10-18,2021-10-18
1156,1156,Basic,Annual,2021-02-15,2022-02-15
1157,1157,Basic,Quarterly,2020-10-18,2021-10-18
1158,1158,Premium,Monthly,2020-08-19,2025-01-30
1159,1159,Standard,Annual,2021-05-16,2025-12-26
1160,1160,Premium,Monthly,2021-09-13,2022-09-13
1161,1161,Basic,Annual,2022-07-10,2023-07-10
1162,1162,Premium,Annual,2022-01-11,2025-12-26
1163,1163,Standard,Quarterly,2020-02-21,2021-02-20
1164,1164,Standard,Quarterly,2021-11-12,2022-11-12
1165,1165,Standard,Annual,2022-07-10,2025-12-26
1166,1166,Premium,Monthly,2023-07-05,2025-01-30
1167,1167,Standard,Monthly,2022-08-09,2023-08-09
1168,1168,Basic,Quarterly,2020-09-18,2025-03-31
1169,1169,Standard,Quarterly,2020-11-17,2025-03-31
1170,1170,Standard,Quarterly,2023-10-03,2025-03-31
1171,1171,Standard,Quarterly,2023-01-06,2024-01-06
1172,1172,Basic,Annual,2022-04-11,2023-04-11
1173,1173,Basic,Annual,2023-10-03,2025-12-26
1174,1174,Premium,Annual,2020-11-17,2025-12-26
1175,1175,Basic,Annual,2020-01-22,2021-01-21
1176,1176,Premium,Quarterly,2020-10-18,2025-03-31
1177,1177,Premium,Monthly,2020-01-22,2021-01-21
1178,1178,Standard,Monthly,2020-09-18,2025-01-30
1179,1179,Standard,Quarterly,2020-06-20,2021-06-20
1180,1180,Premium,Monthly,2022-07-10,2025-01-30
1181,1181,Basic,Monthly,2023-11-02,2024-11-01
1182,1182,Standard,Annual,2021-02-15,2025-12-26
1183,1183,Premium,Monthly,2021-09-13,2022-09-13
1184,1184,Basic,Quarterly,2020-02-21,2025-03-31
1185,1185,Premium,Monthly,2022-08-09,2025-01-30
1186,1186,Basic,Quarterly,2024-02-05,2024-12-31
1187,1187,Premium,Quarterly,2024-08-03,2025-03-31
1188,1188,Premium,Monthly,2023-09-03,2025-01-30
1189,1189,Standard,Quarterly,2020-10-18,2021-10-18
1190,1190,Standard,Annual,2020-09-18,2025-12-26
1191,1191,Premium,Monthly,2021-05-16,2022-05-16
1192,1192,Premium,Monthly,2022-09-08,2023-09-08
1193,1193,Basic,Annual,2021-06-15,2022-06-15
1194,1194,Basic,Annual,2021-07-15,2022-07-15
1195,1195,Premium,Annual,2022-11-07,2023-11-07
1196,1196,Premium,Monthly,2023-07-05,2025-01-30
1197,1197,Premium,Annual,2020-08-19,2025-12-26
1198,1198,Basic,Quarterly,2020-08-19,2025-03-31
1199,1199,Premium,Annual,2021-03-17,2022-03-17
1200,1200,Standard,Monthly,2020-07-20,2025-01-30
1201,1201,Standard,Monthly,2024-03-06,2025-01-30
1202,1202,Premium,Quarterly,2023-09-03,2024-09-02
1203,1203,Premium,Quarterly,2022-05-11,2025-03-31
1204,1204,Premium,Quarterly,2024-05-05,2025-03-31
1205,1205,Standard,Quarterly,2022-10-08,2023-10-08
1206,1206,Basic,Annual,2020-04-21,2025-12-26
1207,1207,Standard,Quarterly,2024-02-05,2025-03-31
1208,1208,Premium,Quarterly,2020-10-18,2021-10-18
1209,1209,Basic,Monthly,2021-10-13,2025-01-30
1210,1210,Standard,Annual,2021-08-14,2022-08-14
1211,1211,Premium,Annual,2020-07-20,2025-12-26
1212,1212,Standard,Monthly,2024-03-06,2025-01-30
1213,1213,Standard,Annual,2021-09-13,2025-12-26
1214,1214,Premium,Monthly,2022-06-10,2023-06-10
1215,1215,Premium,Annual,2021-10-13,2025-12-26
1216,1216,Basic,Quarterly,2024-08-03,2025-03-31
1217,1217,Basic,Monthly,2024-01-06,2024-12-31
1218,1218,Basic,Monthly,2020-08-19,2025-01-30
1219,1219,Premium,Quarterly,2021-10-13,2025-03-31
1220,1220,Basic,Annual,2023-03-07,2025-12-26
1221,1221,Basic,Quarterly,2020-09-18,2021-09-18
1222,1222,Standard,Annual,2020-11-17,2025-12-26
1223,1223,Standard,Monthly,2021-03-17,2022-03-17
1224,1224,Standard,Monthly,2021-01-16,2025-01-30
1225,1225,Standard,Quarterly,2022-08-09,2025-03-31
1226,1226,Basic,Annual,2022-09-08,2023-09-08
1227,1227,Premium,Annual,2021-02-15,2022-02-15
1228,1228,Premium,Annual,2020-01-22,2021-01-21
1229,1229,Standard,Annual,2023-09-03,2025-12-26
1230,1230,Premium,Quarterly,2023-01-06,2024-01-06
1231,1231,Basic,Quarterly,2020-07-20,2021-07-20
1232,1232,Standard,Annual,2022-12-07,2023-12-07
1233,1233,Basic,Annual,2021-09-13,2022-09-13
1234,1234,Premium,Quarterly,2021-03-17,2022-03-17
1235,1235,Premium,Annual,2024-09-02,2025-12-26
1236,1236,Standard,Annual,2021-12-12,2022-12-12
1237,1237,Standard,Monthly,2020-02-21,2021-02-20
1238,1238,Standard,Monthly,2023-11-02,2025-01-30
1239,1239,Premium,Annual,2023-08-04,2025-12-26
1240,1240,Premium,Monthly,2021-12-12,2022-12-12
1241,1241,Standard,Annual,2024-11-01,2025-12-26
1242,1242,Standard,Quarterly,2023-07-05,2025-03-31
1243,1243,Premium,Annual,2023-04-06,2025-12-26
1244,1244,Standard,Annual,2020-02-21,2021-02-20
1245,1245,Basic,Annual,2024-01-06,2024-12-31
1246,1246,Standard,Annual,2023-06-05,2025-12-26
1247,1247,Premium,Annual,2024-11-01,2024-12-31
1248,1248,Basic,Annual,2024-09-02,2025-12-26
1249,1249,Premium,Quarterly,2024-02-05,2025-03-31
1250,1250,Basic,Quarterly,2021-07-15,2022-07-15
1251,1251,Standard,Annual,2021-08-14,2025-12-26
1252,1252,Premium,Monthly,2020-07-20,2025-01-30
1253,1253,Basic,Quarterly,2022-01-11,2023-01-11
1254,1254,Basic,Quarterly,2021-02-15,2022-02-15
1255,1255,Standard,Monthly,2020-02-21,2021-02-20
1256,1256,Premium,Annual,2024-10-02,2025-12-26
1257,1257,Premium,Annual,2021-07-15,2025-12-26
1258,1258,Basic,Monthly,2021-03-17,2022-03-17
1259,1259,Basic,Quarterly,2022-01-11,2023-01-11
1260,1260,Basic,Monthly,2020-07-20,2025-01-30
1261,1261,Standard,Monthly,2023-12-02,2025-01-30
1262,1262,Standard,Monthly,2024-04-05,2025-01-30
1263,1263,Standard,Quarterly,2020-01-22,2021-01-21
1264,1264,Basic,Monthly,2022-09-08,2025-01-30
1265,1265,Basic,Monthly,2020-02-21,2021-02-20
1266,1266,Standard,Quarterly,2021-06-15,2025-03-31
1267,1267,Basic,Monthly,2020-01-22,2025-01-30
1268,1268,Premium,Monthly,2022-03-12,2025-01-30
1269,1269,Basic,Quarterly,2021-08-14,2025-03-31
1270,1270,Premium,Monthly,2022-04-11,2025-01-30
1271,1271,Basic,Monthly,2020-11-17,2021-11-17
1272,1272,Premium,Quarterly,2022-02-10,2023-02-10
1273,1273,Premium,Monthly,2021-09-13,2025-01-30
1274,1274,Premium,Monthly,2021-09-13,2025-01-30
1275,1275,Standard,Monthly,2021-09-13,2022-09-13
1276,1276,Premium,Annual,2023-12-02,2024-12-01
1277,1277,Premium,Quarterly,2022-07-10,2023-07-10
1278,1278,Standard,Monthly,2021-05-16,2022-05-16
1279,1279,Premium,Monthly,2021-03-17,2022-03-17
1280,1280,Premium,Quarterly,2024-05-05,2024-12-31
1281,1281,Standard,Quarterly,2023-09-03,2025-03-31
1282,1282,Standard,Annual,2023-05-06,2025-12-26
1283,1283,Standard,Monthly,2022-12-07,2023-12-07
1284,1284,Standard,Monthly,2020-04-21,2021-04-21
1285,1285,Basic,Monthly,2020-10-18,2021-10-18
1286,1286,Standard,Quarterly,2020-12-17,2021-12-17
1287,1287,Standard,Annual,2022-04-11,2023-04-11
1288,1288,Standard,Monthly,2022-01-11,2025-01-30
1289,1289,Basic,Quarterly,2020-05-21,2025-03-31
1290,1290,Standard,Quarterly,2022-10-08,2025-03-31
1291,1291,Basic,Monthly,2020-10-18,2021-10-18
1292,1292,Basic,Annual,2023-02-05,2024-02-05
1293,1293,Basic,Monthly,2023-01-06,2024-01-06
1294,1294,Basic,Monthly,2020-02-21,2021-02-20
1295,1295,Standard,Monthly,2024-03-06,2025-01-30
1296,1296,Basic,Annual,2020-01-22,2025-12-26
1297,1297,Premium,Annual,2022-11-07,2023-11-07
1298,1298,Basic,Monthly,2021-03-17,2022-03-17
1299,1299,Premium,Monthly,2022-02-10,2023-02-10
1300,1300,Premium,Quarterly,2022-12-07,2023-12-07
1301,1301,Premium,Quarterly,2020-12-17,2021-12-17
1302,1302,Standard,Annual,2021-03-17,2022-03-17
1303,1303,Basic,Annual,2024-06-04,2025-12-26
1304,1304,Standard,Monthly,2022-04-11,2023-04-11
1305,1305,Basic,Annual,2021-05-16,2022-05-16
1306,1306,Premium,Monthly,2020-06-20,2025-01-30
1307,1307,Premium,Quarterly,2022-08-09,2025-03-31
1308,1308,Basic,Annual,2024-05-05,2025-12-26
1309,1309,Standard,Annual,2023-08-04,2025-12-26
1310,1310,Premium,Annual,2021-12-12,2022-12-12
1311,1311,Standard,Quarterly,2021-05-16,2022-05-16
1312,1312,Standard,Annual,2020-11-17,2021-11-17
1313,1313,Premium,Annual,2023-05-06,2025-12-26
1314,1314,Premium,Monthly,2020-08-19,2021-08-19
1315,1315,Standard,Quarterly,2023-08-04,2025-03-31
1316,1316,Premium,Annual,2020-12-17,2021-12-17
1317,1317,Standard,Annual,2020-03-22,2021-03-22
1318,1318,Basic,Monthly,2022-06-10,2025-01-30
1319,1319,Premium,Annual,2020-06-20,2021-06-20
1320,1320,Standard,Quarterly,2024-10-02,2025-03-31
1321,1321,Premium,Monthly,2022-11-07,2025-01-30
1322,1322,Premium,Quarterly,2023-05-06,2025-03-31
1323,1323,Premium,Annual,2022-04-11,2023-04-11
1324,1324,Standard,Quarterly,2021-04-16,2025-03-31
1325,1325,Premium,Annual,2022-06-10,2025-12-26
1326,1326,Basic,Monthly,2024-02-05,2024-12-31
1327,1327,Basic,Annual,2020-05-21,2021-05-21
1328,1328,Basic,Monthly,2023-12-02,2025-01-30
1329,1329,Standard,Monthly,2022-04-11,2025-01-30
1330,1330,Basic,Monthly,2024-06-04,2024-12-31
1331,1331,Premium,Quarterly,2023-02-05,2025-03-31
1332,1332,Premium,Quarterly,2022-09-08,2025-03-31
1333,1333,Premium,Annual,2020-01-22,2021-01-21
1334,1334,Basic,Annual,2023-02-05,2025-12-26
1335,1335,Premium,Monthly,2021-12-12,2022-12-12
1336,1336,Premium,Quarterly,2023-05-06,2025-03-31
1337,1337,Basic,Annual,2020-10-18,2025-12-26
1338,1338,Basic,Quarterly,2021-06-15,2025-03-31
1339,1339,Premium,Monthly,2020-02-21,2021-02-20
1340,1340,Premium,Monthly,2024-06-04,2025-01-30
1341,1341,Basic,Quarterly,2024-07-04,2025-03-31
1342,1342,Standard,Quarterly,2022-02-10,2023-02-10
1343,1343,Basic,Quarterly,2020-08-19,2021-08-19
1344,1344,Basic,Annual,2022-09-08,2025-12-26
1345,1345,Basic,Annual,2022-09-08,2025-12-26
1346,1346,Standard,Annual,2021-01-16,2022-01-16
1347,1347,Standard,Annual,2022-08-09,2023-08-09
1348,1348,Basic,Annual,2023-02-05,2025-12-26
1349,1349,Standard,Monthly,2022-05-11,2025-01-30
1350,1350,Premium,Annual,2020-04-21,2021-04-21
1351,1351,Premium,Annual,2021-03-17,2025-12-26
1352,1352,Standard,Annual,2022-03-12,2025-12-26
1353,1353,Basic,Quarterly,2020-06-20,2021-06-20
1354,1354,Premium,Annual,2020-10-18,2021-10-18
1355,1355,Premium,Monthly,2020-09-18,2021-09-18
1356,1356,Basic,Monthly,2021-08-14,2022-08-14
1357,1357,Premium,Annual,2024-05-05,2025-12-26
1358,1358,Basic,Monthly,2022-07-10,2023-07-10
1359,1359,Premium,Monthly,2023-03-07,2024-03-06
1360,1360,Basic,Quarterly,2022-09-08,2023-09-08
1361,1361,Basic,Quarterly,2021-03-17,2025-03-31
1362,1362,Standard,Monthly,2024-08-03,2025-01-30
1363,1363,Basic,Monthly,2024-08-03,2025-01-30
1364,1364,Basic,Annual,2021-08-14,2025-12-26
1365,1365,Premium,Annual,2024-04-05,2025-12-26
1366,1366,Premium,Annual,2020-08-19,2021-08-19
1367,1367,Premium,Annual,2023-08-04,2025-12-26
1368,1368,Standard,Monthly,2020-01-22,2021-01-21
1369,1369,Standard,Quarterly,2023-03-07,2025-03-31
1370,1370,Premium,Annual,2024-08-03,2025-12-26
1371,1371,Basic,Quarterly,2022-07-10,2025-03-31
1372,1372,Basic,Quarterly,2021-05-16,2025-03-31
1373,1373,Premium,Annual,2024-12-01,2025-12-26
1374,1374,Premium,Monthly,2024-01-06,2024-12-31
1375,1375,Premium,Annual,2022-03-12,2025-12-26
1376,1376,Standard,Monthly,2021-02-15,2025-01-30
1377,1377,Basic,Quarterly,2024-03-06,2025-03-31
1378,1378,Standard,Quarterly,2023-09-03,2025-03-31
1379,1379,Premium,Annual,2023-05-06,2024-05-05
1380,1380,Standard,Monthly,2020-05-21,2021-05-21
1381,1381,Premium,Monthly,2021-07-15,2025-01-30
1382,1382,Premium,Annual,2022-04-11,2025-12-26
1383,1383,Standard,Annual,2021-03-17,2022-03-17
1384,1384,Premium,Monthly,2020-06-20,2021-06-20
1385,1385,Basic,Quarterly,2022-08-09,2023-08-09
1386,1386,Standard,Monthly,2020-11-17,2025-01-30
1387,1387,Basic,Monthly,2024-08-03,2024-12-31
1388,1388,Premium,Quarterly,2021-09-13,2025-03-31
1389,1389,Basic,Annual,2021-07-15,2025-12-26
1390,1390,Premium,Monthly,2023-12-02,2025-01-30
1391,1391,Premium,Annual,2023-05-06,2025-12-26
1392,1392,Standard,Monthly,2023-10-03,2025-01-30
1393,1393,Standard,Monthly,2023-12-02,2024-12-01
1394,1394,Basic,Monthly,2021-06-15,2022-06-15
1395,1395,Premium,Quarterly,2024-07-04,2025-03-31
1396,1396,Standard,Monthly,2023-09-03,2025-01-30
1397,1397,Standard,Annual,2022-06-10,2023-06-10
1398,1398,Standard,Annual,2024-11-01,2024-12-31
1399,1399,Basic,Annual,2023-09-03,2025-12-26
1400,1400,Basic,Quarterly,2021-02-15,2022-02-15
1401,1401,Basic,Annual,2022-04-11,2023-04-11
1402,1402,Standard,Quarterly,2020-04-21,2021-04-21
1403,1403,Basic,Annual,2020-11-17,2021-11-17
1404,1404,Standard,Quarterly,2024-09-02,2024-12-31
1405,1405,Premium,Annual,2022-09-08,2025-12-26
1406,1406,Standard,Annual,2020-08-19,2021-08-19
1407,1407,Basic,Quarterly,2021-06-15,2022-06-15
1408,1408,Basic,Quarterly,2020-03-22,2025-03-31
1409,1409,Standard,Monthly,2020-07-20,2021-07-20
1410,1410,Premium,Monthly,2024-01-06,2025-01-30
1411,1411,Premium,Quarterly,2021-12-12,2025-03-31
1412,1412,Basic,Quarterly,2023-11-02,2025-03-31
1413,1413,Premium,Monthly,2020-08-19,2025-01-30
1414,1414,Premium,Annual,2022-11-07,2025-12-26
1415,1415,Basic,Monthly,2024-06-04,2024-12-31
1416,1416,Basic,Monthly,2022-01-11,2025-01-30
1417,1417,Premium,Quarterly,2022-01-11,2025-03-31
1418,1418,Basic,Quarterly,2020-07-20,2021-07-20
1419,1419,Premium,Monthly,2023-03-07,2025-01-30
1420,1420,Basic,Monthly,2020-01-22,2021-01-21
1421,1421,Basic,Monthly,2020-05-21,2025-01-30
1422,1422,Premium,Monthly,2023-01-06,2025-01-30
1423,1423,Premium,Quarterly,2024-02-05,2025-03-31
1424,1424,Premium,Annual,2022-10-08,2025-12-26
1425,1425,Basic,Annual,2020-06-20,2025-12-26
1426,1426,Standard,Annual,2024-02-05,2025-12-26
1427,1427,Basic,Quarterly,2021-11-12,2022-11-12
1428,1428,Basic,Quarterly,2021-02-15,2025-03-31
1429,1429,Basic,Monthly,2020-10-18,2021-10-18
1430,1430,Standard,Annual,2023-01-06,2025-12-26
1431,1431,Standard,Monthly,2022-06-10,2025-01-30
1432,1432,Premium,Quarterly,2022-03-12,2025-03-31
1433,1433,Premium,Annual,2022-08-09,2023-08-09
1434,1434,Basic,Quarterly,2024-10-02,2025-03-31
1435,1435,Standard,Annual,2023-08-04,2025-12-26
1436,1436,Standard,Quarterly,2024-11-01,2025-03-31
1437,1437,Premium,Quarterly,2020-04-21,2025-03-31
1438,1438,Premium,Quarterly,2024-04-05,2025-03-31
1439,1439,Basic,Quarterly,2024-10-02,2024-12-31
1440,1440,Standard,Monthly,2020-11-17,2025-01-30
1441,1441,Basic,Annual,2023-05-06,2025-12-26
1442,1442,Premium,Monthly,2022-09-08,2023-09-08
1443,1443,Premium,Monthly,2020-04-21,2025-01-30
1444,1444,Basic,Monthly,2024-04-05,2025-01-30
1445,1445,Basic,Annual,2022-01-11,2023-01-11
1446,1446,Premium,Annual,2020-04-21,2021-04-21
1447,1447,Premium,Annual,2024-08-03,2025-12-26
1448,1448,Premium,Monthly,2021-04-16,2022-04-16
1449,1449,Basic,Monthly,2020-06-20,2021-06-20
1450,1450,Basic,Annual,2022-08-09,2025-12-26
1451,1451,Basic,Monthly,2021-08-14,2022-08-14
1452,1452,Standard,Quarterly,2024-02-05,2025-03-31
1453,1453,Premium,Quarterly,2022-07-10,2023-07-10
1454,1454,Premium,Monthly,2022-05-11,2025-01-30
1455,1455,Standard,Annual,2022-12-07,2023-12-07
1456,1456,Standard,Annual,2024-05-05,2025-12-26
1457,1457,Standard,Monthly,2021-10-13,2022-10-13
1458,1458,Premium,Annual,2021-10-13,2025-12-26
1459,1459,Standard,Quarterly,2024-04-05,2025-03-31
1460,1460,Premium,Monthly,2021-01-16,2025-01-30
1461,1461,Premium,Monthly,2020-05-21,2021-05-21
1462,1462,Basic,Annual,2024-10-02,2024-12-31
1463,1463,Basic,Quarterly,2024-02-05,2025-03-31
1464,1464,Standard,Annual,2022-05-11,2023-05-11
1465,1465,Basic,Annual,2023-05-06,2025-12-26
1466,1466,Premium,Monthly,2023-05-06,2024-05-05
1467,1467,Premium,Quarterly,2024-04-05,2025-03-31
1468,1468,Premium,Quarterly,2022-11-07,2023-11-07
1469,1469,Premium,Quarterly,2023-05-06,2025-03-31
1470,1470,Premium,Monthly,2022-11-07,2025-01-30
1471,1471,Premium,Quarterly,2022-06-10,2023-06-10
1472,1472,Premium,Quarterly,2021-03-17,2025-03-31
1473,1473,Premium,Quarterly,2023-12-02,2024-12-01
1474,1474,Basic,Monthly,2023-04-06,2024-04-05
1475,1475,Basic,Quarterly,2022-04-11,2023-04-11
1476,1476,Premium,Annual,2021-02-15,2022-02-15
1477,1477,Premium,Annual,2020-11-17,2025-12-26
1478,1478,Premium,Quarterly,2024-04-05,2024-12-31
1479,1479,Standard,Annual,2024-04-05,2025-12-26
1480,1480,Premium,Monthly,2020-12-17,2021-12-17
1481,1481,Standard,Quarterly,2024-03-06,2025-03-31
1482,1482,Standard,Monthly,2020-02-21,2025-01-30
1483,1483,Standard,Annual,2024-09-02,2025-12-26
1484,1484,Standard,Monthly,2020-04-21,2021-04-21
1485,1485,Basic,Quarterly,2021-12-12,2025-03-31
1486,1486,Premium,Quarterly,2022-03-12,2023-03-12
1487,1487,Standard,Monthly,2024-06-04,2025-01-30
1488,1488,Premium,Annual,2024-04-05,2025-12-26
1489,1489,Premium,Monthly,2021-12-12,2022-12-12
1490,1490,Standard,Monthly,2022-09-08,2023-09-08
1491,1491,Standard,Monthly,2020-12-17,2021-12-17
1492,1492,Premium,Annual,2021-11-12,2022-11-12
1493,1493,Standard,Quarterly,2024-06-04,2025-03-31
1494,1494,Premium,Quarterly,2022-10-08,2025-03-31
1495,1495,Basic,Annual,2021-05-16,2025-12-26
1496,1496,Basic,Monthly,2024-03-06,2025-01-30
1497,1497,Standard,Quarterly,2020-01-22,2025-03-31
1498,1498,Basic,Quarterly,2024-05-05,2024-12-31
1499,1499,Basic,Monthly,2022-08-09,2023-08-09
1500,1500,Premium,Quarterly,2022-02-10,2025-03-31
1501,1501,Basic,Annual,2022-03-12,2025-12-26
1502,1502,Basic,Annual,2022-12-07,2023-12-07
1503,1503,Standard,Monthly,2021-12-12,2022-12-12
