activity_id,customer_id,activity_month,logins,support_calls
3949,631,2024-12,12,0
3950,632,2024-01,16,1
3951,632,2024-02,18,1
3952,632,2024-03,14,1
3953,632,2024-04,23,0
3954,632,2024-05,16,1
3955,632,2024-06,19,1
3956,632,2024-07,19,1
3957,632,2024-08,20,1
3958,632,2024-09,23,0
3959,632,2024-10,18,1
3960,632,2024-11,16,0
3961,632,2024-12,10,1
3962,634,2024-01,46,0
3963,634,2024-02,45,0
3964,634,2024-03,42,0
3965,634,2024-04,46,0
3966,634,2024-05,50,1
3967,634,2024-06,51,0
3968,634,2024-07,38,0
3969,634,2024-08,44,0
3970,634,2024-09,50,0
3971,634,2024-10,53,1
3972,634,2024-11,41,0
3973,634,2024-12,52,0
3974,635,2024-05,45,0
3975,635,2024-06,57,0
3976,635,2024-07,50,0
3977,635,2024-08,59,0
3978,635,2024-09,49,0
3979,635,2024-10,50,0
3980,635,2024-11,51,0
3981,635,2024-12,44,0
3982,637,2024-01,45,0
3983,637,2024-02,56,1
3984,637,2024-03,58,0
3985,637,2024-04,57,1
3986,637,2024-05,47,1
3987,637,2024-06,56,0
3988,637,2024-07,49,1
3989,637,2024-08,56,0
3990,637,2024-09,59,0
3991,637,2024-10,55,0
3992,637,2024-11,61,0
3993,637,2024-12,53,1
3994,638,2024-01,56,1
3995,638,2024-02,58,1
3996,638,2024-03,51,0
3997,638,2024-04,55,0
3998,638,2024-05,56,0
3999,638,2024-06,56,0
4000,638,2024-07,59,0
4001,638,2024-08,50,1
4002,638,2024-09,52,0
4003,638,2024-10,63,1
4004,638,2024-11,47,0
4005,638,2024-12,61,1
4006,641,2024-01,26,0
4007,641,2024-02,28,0
4008,641,2024-03,35,0
4009,641,2024-04,27,0
4010,641,2024-05,31,0
4011,641,2024-06,28,1
4012,641,2024-07,27,0
4013,641,2024-08,26,0
4014,641,2024-09,31,0
4015,641,2024-10,24,0
4016,641,2024-11,22,0
4017,641,2024-12,28,0
4018,642,2024-01,8,1
4019,642,2024-02,0,1
4020,642,2024-03,7,1
4021,642,2024-04,1,1
4022,642,2024-05,11,0
4023,642,2024-06,0,0
4024,642,2024-07,17,1
4025,642,2024-08,6,1
4026,642,2024-09,3,1
4027,642,2024-10,6,0
4028,642,2024-11,10,1
4029,642,2024-12,12,1
4030,643,2024-01,16,0
4031,643,2024-02,10,1
4032,643,2024-03,11,1
4033,643,2024-04,19,0
4034,643,2024-05,22,1
4035,643,2024-06,23,0
4036,643,2024-07,18,0
4037,643,2024-08,22,0
4038,643,2024-09,27,1
4039,643,2024-10,23,0
4040,643,2024-11,22,0
4041,643,2024-12,13,1
4042,644,2024-01,28,0
4043,644,2024-02,26,0
4044,644,2024-03,27,0
4045,644,2024-04,30,1
4046,644,2024-05,25,0
4047,644,2024-06,23,0
4048,644,2024-07,18,1
4049,644,2024-08,22,0
4050,644,2024-09,25,0
4051,644,2024-10,25,1
4052,644,2024-11,25,0
4053,644,2024-12,28,0
4054,645,2024-01,32,0
4055,645,2024-02,27,0
4056,645,2024-03,23,1
4057,645,2024-04,29,0
4058,645,2024-05,39,0
4059,645,2024-06,29,0
4060,645,2024-07,26,0
4061,645,2024-08,30,1
4062,645,2024-09,30,0
4063,645,2024-10,30,1
4064,645,2024-11,34,1
4065,645,2024-12,29,1
4066,648,2024-11,52,1
4067,648,2024-12,47,0
4068,650,2024-01,25,0
4069,650,2024-02,24,0
4070,650,2024-03,22,0
4071,650,2024-04,21,0
4072,650,2024-05,29,0
4073,650,2024-06,23,0
4074,650,2024-07,13,0
4075,650,2024-08,19,1
4076,650,2024-09,16,0
4077,650,2024-10,28,0
4078,650,2024-11,24,0
4079,650,2024-12,28,0
4080,652,2024-01,0,0
4081,652,2024-02,9,0
4082,652,2024-03,0,0
4083,652,2024-04,0,0
4084,652,2024-05,2,1
4085,652,2024-06,11,0
4086,652,2024-07,0,0
4087,653,2024-03,19,0
4088,653,2024-04,25,0
4089,653,2024-05,24,0
4090,653,2024-06,31,0
4091,653,2024-07,20,0
4092,653,2024-08,17,0
4093,653,2024-09,14,0
4094,653,2024-10,18,0
4095,653,2024-11,14,0
4096,653,2024-12,11,0
4097,654,2024-01,49,1
4098,654,2024-02,40,1
4099,654,2024-03,52,0
4100,654,2024-04,35,0
4101,654,2024-05,37,1
4102,654,2024-06,36,1
4103,654,2024-07,36,1
4104,654,2024-08,44,1
4105,654,2024-09,42,1
4106,654,2024-10,44,1
4107,654,2024-11,46,1
4108,654,2024-12,45,1
4109,655,2024-01,48,1
4110,655,2024-02,51,1
4111,655,2024-03,54,0
4112,655,2024-04,72,1
4113,655,2024-05,57,1
4114,655,2024-06,54,0
4115,655,2024-07,57,1
4116,655,2024-08,50,1
4117,655,2024-09,55,1
4118,655,2024-10,58,1
4119,655,2024-11,53,1
4120,655,2024-12,50,1
4121,656,2024-01,7,0
4122,656,2024-02,6,1
4123,656,2024-03,1,1
4124,656,2024-04,5,0
4125,656,2024-05,1,1
4126,656,2024-06,1,1
4127,656,2024-07,2,1
4128,656,2024-08,12,0
4129,656,2024-09,15,0
4130,656,2024-10,0,0
4131,656,2024-11,15,0
4132,657,2024-01,12,0
4133,657,2024-02,21,0
4134,657,2024-03,19,0
4135,657,2024-04,21,0
4136,657,2024-05,12,0
4137,657,2024-06,8,1
4138,657,2024-07,13,1
4139,657,2024-08,20,0
4140,657,2024-09,27,1
4141,657,2024-10,12,0
4142,657,2024-11,17,0
4143,657,2024-12,14,0
4144,660,2024-01,15,1
4145,660,2024-02,6,1
4146,660,2024-03,23,0
4147,660,2024-04,16,0
4148,660,2024-05,20,1
4149,660,2024-06,14,0
4150,660,2024-07,16,0
4151,660,2024-08,21,0
4152,660,2024-09,16,0
4153,660,2024-10,16,0
4154,660,2024-11,12,0
4155,660,2024-12,13,0
4156,664,2024-01,16,1
4157,664,2024-02,18,1
4158,664,2024-03,28,1
4159,664,2024-04,31,1
4160,664,2024-05,15,1
4161,664,2024-06,23,1
4162,664,2024-07,20,1
4163,664,2024-08,28,1
4164,664,2024-09,22,1
4165,664,2024-10,21,1
4166,664,2024-11,18,1
4167,664,2024-12,14,0
4168,665,2024-01,29,0
4169,665,2024-02,27,0
4170,665,2024-03,27,0
4171,665,2024-04,23,0
4172,665,2024-05,25,0
4173,665,2024-06,29,0
4174,665,2024-07,30,0
4175,665,2024-08,20,1
4176,665,2024-09,22,0
4177,665,2024-10,19,0
4178,665,2024-11,27,1
4179,665,2024-12,30,1
4180,666,2024-01,14,0
4181,666,2024-02,12,1
4182,666,2024-03,14,0
4183,666,2024-04,27,0
4184,666,2024-05,21,0
4185,666,2024-06,19,0
4186,666,2024-07,17,0
4187,666,2024-08,15,1
4188,666,2024-09,11,1
4189,666,2024-10,10,0
4190,666,2024-11,13,1
4191,666,2024-12,11,0
4192,667,2024-01,4,0
4193,667,2024-02,7,1
4194,667,2024-03,7,0
4195,667,2024-04,4,0
4196,667,2024-05,10,1
4197,667,2024-06,7,0
4198,667,2024-07,9,1
4199,667,2024-08,4,0
4200,667,2024-09,11,1
4201,667,2024-10,5,0
4202,667,2024-11,16,1
4203,667,2024-12,6,1
4204,668,2024-01,29,0
4205,668,2024-02,32,0
4206,668,2024-03,34,0
4207,668,2024-04,34,0
4208,668,2024-05,38,0
4209,668,2024-06,33,0
4210,668,2024-07,29,0
4211,668,2024-08,27,1
4212,668,2024-09,29,1
4213,668,2024-10,37,0
4214,668,2024-11,23,0
4215,668,2024-12,25,1
4216,669,2024-01,10,0
4217,669,2024-02,7,1
4218,669,2024-03,9,1
4219,669,2024-04,21,1
4220,669,2024-05,10,1
4221,669,2024-06,14,0
4222,669,2024-07,3,1
4223,669,2024-08,6,1
4224,669,2024-09,16,1
4225,669,2024-10,20,1
4226,669,2024-11,13,1
4227,669,2024-12,10,0
4228,671,2024-01,60,1
4229,671,2024-02,45,1
4230,671,2024-03,59,1
4231,671,2024-04,52,0
4232,671,2024-05,61,0
4233,671,2024-06,47,0
4234,671,2024-07,54,0
4235,671,2024-08,57,0
4236,671,2024-09,54,0
4237,671,2024-10,56,0
4238,671,2024-11,62,0
4239,671,2024-12,57,1
4240,672,2024-01,9,0
4241,672,2024-02,18,0
4242,672,2024-03,15,0
4243,672,2024-04,15,0
4244,672,2024-05,9,0
4245,672,2024-06,1,0
4246,672,2024-07,9,0
4247,672,2024-08,8,0
4248,672,2024-09,10,0
4249,672,2024-10,9,0
4250,672,2024-11,14,0
4251,672,2024-12,18,0
4252,674,2024-01,39,0
4253,674,2024-02,38,0
4254,674,2024-03,29,0
4255,674,2024-04,34,0
4256,674,2024-05,41,0
4257,674,2024-06,26,0
4258,674,2024-07,40,0
4259,674,2024-08,29,0
4260,674,2024-09,35,0
4261,674,2024-10,36,0
4262,674,2024-11,34,0
4263,674,2024-12,45,0
4264,676,2024-01,18,0
4265,676,2024-02,11,0
4266,676,2024-03,21,0
4267,676,2024-04,19,0
4268,676,2024-05,22,0
4269,676,2024-06,24,0
4270,676,2024-07,19,0
4271,676,2024-08,22,0
4272,676,2024-09,20,1
4273,676,2024-10,28,0
4274,676,2024-11,18,0
4275,676,2024-12,16,0
4276,678,2024-01,26,1
4277,678,2024-02,17,1
4278,678,2024-03,23,1
4279,678,2024-04,21,1
4280,678,2024-05,21,1
4281,678,2024-06,34,1
4282,678,2024-07,28,1
4283,678,2024-08,27,0
4284,678,2024-09,24,1
4285,678,2024-10,18,1
4286,678,2024-11,23,1
4287,678,2024-12,24,1
4288,679,2024-06,36,0
4289,679,2024-07,36,0
4290,679,2024-08,34,0
4291,679,2024-09,37,1
4292,679,2024-10,33,1
4293,679,2024-11,39,1
4294,679,2024-12,25,0
4295,680,2024-01,8,0
4296,680,2024-02,0,1
4297,680,2024-03,0,0
4298,680,2024-04,4,0
4299,680,2024-05,4,0
4300,680,2024-06,12,1
4301,680,2024-07,3,0
4302,680,2024-08,1,0
4303,680,2024-09,2,1
4304,680,2024-10,9,1
4305,680,2024-11,14,1
4306,680,2024-12,1,1
4307,681,2024-06,44,0
4308,681,2024-07,41,0
4309,681,2024-08,41,0
4310,681,2024-09,51,0
4311,681,2024-10,37,0
4312,681,2024-11,30,1
4313,681,2024-12,43,0
4314,683,2024-01,12,1
4315,683,2024-02,7,1
4316,683,2024-03,8,1
4317,683,2024-04,9,1
4318,683,2024-05,6,1
4319,683,2024-06,8,1
4320,683,2024-07,8,1
4321,683,2024-08,0,0
4322,683,2024-09,6,1
4323,683,2024-10,0,0
4324,683,2024-11,5,1
4325,683,2024-12,3,1
4326,684,2024-02,15,1
4327,684,2024-03,11,0
4328,684,2024-04,12,0
4329,684,2024-05,9,0
4330,684,2024-06,15,0
4331,684,2024-07,2,1
4332,684,2024-08,5,1
4333,684,2024-09,16,0
4334,684,2024-10,7,0
4335,684,2024-11,0,1
4336,684,2024-12,17,0
4337,685,2024-01,57,1
4338,685,2024-02,55,0
4339,685,2024-03,52,0
4340,685,2024-04,60,1
4341,685,2024-05,58,1
4342,685,2024-06,59,0
4343,685,2024-07,55,1
4344,685,2024-08,52,1
4345,685,2024-09,50,1
4346,685,2024-10,45,1
4347,685,2024-11,54,0
4348,685,2024-12,54,1
4349,686,2024-01,24,1
4350,686,2024-02,29,1
4351,686,2024-03,24,1
4352,686,2024-04,30,1
4353,686,2024-05,21,1
4354,686,2024-06,20,1
4355,686,2024-07,24,1
4356,686,2024-08,30,1
4357,686,2024-09,20,1
4358,686,2024-10,31,1
4359,686,2024-11,17,1
4360,686,2024-12,24,0
4361,687,2024-01,42,1
4362,687,2024-02,36,0
4363,687,2024-03,51,0
4364,687,2024-04,49,0
4365,687,2024-05,43,0
4366,687,2024-06,47,0
4367,687,2024-07,52,0
4368,687,2024-08,48,0
4369,687,2024-09,49,0
4370,687,2024-10,48,0
4371,687,2024-11,47,0
4372,687,2024-12,47,0
4373,688,2024-01,0,1
4374,688,2024-02,0,0
4375,688,2024-03,0,1
4376,688,2024-04,2,1
4377,688,2024-05,0,1
4378,688,2024-06,0,1
4379,688,2024-07,7,0
4380,688,2024-08,10,1
4381,688,2024-09,3,1
4382,688,2024-10,4,1
4383,688,2024-11,0,1
4384,688,2024-12,9,1
4385,689,2024-01,26,1
4386,689,2024-02,17,1
4387,689,2024-03,15,1
4388,689,2024-04,19,0
4389,689,2024-05,18,0
4390,689,2024-06,15,0
4391,689,2024-07,20,0
4392,689,2024-08,22,0
4393,689,2024-09,14,1
4394,689,2024-10,30,1
4395,689,2024-11,10,0
4396,689,2024-12,13,0
4397,690,2024-01,15,0
4398,690,2024-02,25,0
4399,690,2024-03,11,0
4400,690,2024-04,8,0
4401,690,2024-05,16,0
4402,690,2024-06,12,0
4403,690,2024-07,17,0
4404,690,2024-08,13,0
4405,690,2024-09,9,0
4406,690,2024-10,25,0
4407,690,2024-11,0,0
4408,690,2024-12,23,0
4409,691,2024-01,26,1
4410,691,2024-02,18,0
4411,691,2024-03,31,1
4412,691,2024-04,15,0
4413,691,2024-05,27,1
4414,691,2024-06,11,0
4415,691,2024-07,16,1
4416,691,2024-08,16,1
4417,691,2024-09,18,0
4418,691,2024-10,22,0
4419,691,2024-11,17,0
4420,691,2024-12,11,1
4421,692,2024-01,16,1
4422,692,2024-02,14,1
4423,692,2024-03,16,0
4424,692,2024-04,14,1
4425,692,2024-05,18,1
4426,692,2024-06,13,0
4427,692,2024-07,19,1
4428,692,2024-08,10,1
4429,692,2024-09,10,1
4430,692,2024-10,20,1
4431,692,2024-11,20,1
4432,692,2024-12,16,0
4433,693,2024-01,27,1
4434,693,2024-02,27,0
4435,693,2024-03,38,1
4436,693,2024-04,38,0
4437,693,2024-05,31,1
4438,693,2024-06,43,1
4439,693,2024-07,34,0
4440,693,2024-08,26,1
4441,693,2024-09,30,1
4442,693,2024-10,32,1
4443,693,2024-11,32,1
4444,693,2024-12,38,1
4445,694,2024-01,43,1
4446,694,2024-02,41,0
4447,694,2024-03,51,1
4448,694,2024-04,45,1
4449,694,2024-05,60,1
4450,694,2024-06,52,1
4451,694,2024-07,45,1
4452,694,2024-08,54,1
4453,694,2024-09,51,1
4454,694,2024-10,51,1
4455,694,2024-11,47,0
4456,694,2024-12,50,1
4457,696,2024-01,25,0
4458,696,2024-02,42,0
4459,696,2024-03,18,0
4460,696,2024-04,33,0
4461,696,2024-05,28,0
4462,696,2024-06,33,0
4463,696,2024-07,35,0
4464,696,2024-08,30,0
4465,696,2024-09,22,0
4466,696,2024-10,37,0
4467,696,2024-11,46,0
4468,696,2024-12,34,0
4469,697,2024-01,24,0
4470,697,2024-02,27,0
4471,697,2024-03,10,1
4472,697,2024-04,17,1
4473,697,2024-05,13,0
4474,697,2024-06,15,0
4475,697,2024-07,28,0
4476,697,2024-08,21,0
4477,697,2024-09,23,1
4478,697,2024-10,19,0
4479,697,2024-11,13,0
4480,697,2024-12,23,1
4481,698,2024-01,28,0
4482,698,2024-02,23,0
4483,698,2024-03,24,0
4484,698,2024-04,15,0
4485,698,2024-05,25,0
4486,698,2024-06,28,0
4487,698,2024-07,24,1
4488,698,2024-08,13,0
4489,698,2024-09,30,0
4490,698,2024-10,17,1
4491,698,2024-11,23,0
4492,698,2024-12,26,1
4493,700,2024-01,45,0
4494,700,2024-02,30,1
4495,700,2024-03,40,1
4496,700,2024-04,40,1
4497,700,2024-05,47,1
4498,700,2024-06,42,0
4499,700,2024-07,47,1
4500,700,2024-08,42,1
4501,700,2024-09,39,0
4502,700,2024-10,40,0
4503,700,2024-11,47,1
4504,700,2024-12,33,1
4505,703,2024-01,62,0
4506,703,2024-02,54,0
4507,703,2024-03,53,0
4508,703,2024-04,63,0
4509,703,2024-05,53,0
4510,703,2024-06,59,0
4511,703,2024-07,55,0
4512,703,2024-08,46,0
4513,703,2024-09,60,0
4514,703,2024-10,58,0
4515,703,2024-11,48,0
4516,703,2024-12,54,0
4517,704,2024-06,26,0
4518,704,2024-07,39,0
4519,704,2024-08,42,0
4520,704,2024-09,40,0
4521,704,2024-10,40,0
4522,704,2024-11,33,0
4523,704,2024-12,38,0
4524,705,2024-01,25,0
4525,705,2024-02,26,0
4526,705,2024-03,30,0
4527,705,2024-04,31,0
4528,705,2024-05,24,1
4529,705,2024-06,18,0
4530,705,2024-07,25,0
4531,705,2024-08,24,0
4532,705,2024-09,27,0
4533,705,2024-10,30,0
4534,705,2024-11,16,0
4535,705,2024-12,22,0
4536,706,2024-02,3,0
4537,706,2024-03,14,0
4538,706,2024-04,6,0
4539,706,2024-05,5,0
4540,706,2024-06,10,0
4541,706,2024-07,5,0
4542,706,2024-08,7,0
4543,706,2024-09,17,0
4544,706,2024-10,16,0
4545,706,2024-11,5,0
4546,706,2024-12,7,0
4547,707,2024-02,20,0
4548,707,2024-03,14,0
4549,707,2024-04,29,0
4550,707,2024-05,36,0
4551,707,2024-06,21,0
4552,707,2024-07,19,0
4553,707,2024-08,22,0
4554,707,2024-09,24,0
4555,707,2024-10,18,0
4556,707,2024-11,21,0
4557,707,2024-12,29,0
4558,708,2024-01,18,1
4559,708,2024-02,24,0
4560,708,2024-03,19,0
4561,708,2024-04,12,1
4562,708,2024-05,15,0
4563,708,2024-06,19,0
4564,708,2024-07,12,0
4565,708,2024-08,11,1
4566,708,2024-09,12,0
4567,708,2024-10,20,0
4568,708,2024-11,16,0
4569,708,2024-12,23,1
4570,709,2024-01,29,1
4571,709,2024-02,21,1
4572,709,2024-03,33,1
4573,709,2024-04,42,1
4574,709,2024-05,34,1
4575,709,2024-06,27,0
4576,709,2024-07,25,0
4577,709,2024-08,39,1
4578,709,2024-09,29,0
4579,709,2024-10,41,1
4580,709,2024-11,37,0
4581,709,2024-12,30,0
4582,711,2024-01,43,0
4583,711,2024-02,33,0
4584,711,2024-03,30,0
4585,711,2024-04,33,0
4586,711,2024-05,41,0
4587,711,2024-06,43,0
4588,711,2024-07,36,0
4589,711,2024-08,28,0
4590,711,2024-09,30,1
4591,711,2024-10,32,0
4592,711,2024-11,31,1
4593,711,2024-12,39,0
4594,712,2024-09,55,0
4595,712,2024-10,49,0
4596,712,2024-11,40,1
4597,712,2024-12,42,0
4598,713,2024-04,21,0
4599,713,2024-05,25,0
4600,713,2024-06,31,0
4601,713,2024-07,21,0
4602,713,2024-08,31,1
4603,713,2024-09,34,0
4604,713,2024-10,22,0
4605,713,2024-11,22,0
4606,713,2024-12,22,1
4607,714,2024-01,12,1
4608,714,2024-02,10,1
4609,714,2024-03,16,1
4610,714,2024-04,4,0
4611,714,2024-05,9,1
4612,714,2024-06,13,1
4613,714,2024-07,16,1
4614,714,2024-08,22,1
4615,714,2024-09,5,1
4616,714,2024-10,8,1
4617,714,2024-11,0,1
4618,714,2024-12,6,1
4619,716,2024-01,0,1
4620,716,2024-02,1,0
4621,716,2024-03,2,0
4622,716,2024-04,6,0
4623,716,2024-05,2,1
4624,716,2024-06,6,0
4625,716,2024-07,4,1
4626,716,2024-08,0,1
4627,717,2024-01,35,0
4628,717,2024-02,46,0
4629,717,2024-03,52,0
4630,717,2024-04,56,0
4631,717,2024-05,48,0
4632,717,2024-06,51,0
4633,717,2024-07,46,0
4634,717,2024-08,45,0
4635,717,2024-09,44,0
4636,717,2024-10,43,0
4637,717,2024-11,47,0
4638,717,2024-12,41,0
4639,719,2024-01,49,0
4640,719,2024-02,44,0
4641,719,2024-03,52,0
4642,719,2024-04,45,0
4643,719,2024-05,50,0
4644,719,2024-06,52,0
4645,719,2024-07,52,0
4646,719,2024-08,53,0
4647,719,2024-09,48,0
4648,719,2024-10,52,0
4649,719,2024-11,47,0
4650,719,2024-12,40,0
4651,721,2024-01,56,0
4652,721,2024-02,55,0
4653,721,2024-03,59,0
4654,721,2024-04,53,1
4655,721,2024-05,45,0
4656,721,2024-06,53,0
4657,721,2024-07,58,0
4658,721,2024-08,56,0
4659,721,2024-09,53,0
4660,721,2024-10,45,0
4661,721,2024-11,48,0
4662,721,2024-12,56,0
4663,724,2024-01,29,0
4664,724,2024-02,36,0
4665,724,2024-03,38,1
4666,724,2024-04,43,0
4667,724,2024-05,41,0
4668,724,2024-06,42,0
4669,724,2024-07,39,0
4670,724,2024-08,33,0
4671,724,2024-09,34,0
4672,724,2024-10,33,0
4673,724,2024-11,40,0
4674,724,2024-12,34,0
4675,726,2024-01,50,1
4676,726,2024-02,52,1
4677,726,2024-03,60,1
4678,726,2024-04,55,1
4679,726,2024-05,48,1
4680,726,2024-06,52,1
4681,726,2024-07,60,0
4682,726,2024-08,55,1
4683,726,2024-09,44,1
4684,726,2024-10,47,1
4685,726,2024-11,47,0
4686,726,2024-12,59,1
4687,727,2024-01,36,1
4688,727,2024-02,26,0
4689,727,2024-03,26,1
4690,727,2024-04,30,1
4691,727,2024-05,30,1
4692,727,2024-06,25,1
4693,727,2024-07,28,1
4694,727,2024-08,22,0
4695,727,2024-09,36,1
4696,727,2024-10,21,0
4697,727,2024-11,21,1
4698,727,2024-12,32,1
4699,731,2024-01,39,0
4700,731,2024-02,43,1
4701,731,2024-03,46,1
4702,731,2024-04,49,0
4703,731,2024-05,44,1
4704,731,2024-06,54,1
4705,731,2024-07,45,1
4706,731,2024-08,51,1
4707,731,2024-09,47,1
4708,731,2024-10,56,0
4709,731,2024-11,51,0
4710,731,2024-12,46,1
4711,733,2024-08,19,0
4712,733,2024-09,14,0
4713,733,2024-10,14,0
4714,733,2024-11,9,0
4715,733,2024-12,11,1
4716,734,2024-01,16,1
4717,734,2024-02,0,0
4718,734,2024-03,2,0
4719,734,2024-04,5,1
4720,735,2024-01,7,1
4721,735,2024-02,9,1
4722,735,2024-03,5,1
4723,735,2024-04,10,1
4724,735,2024-05,13,1
4725,735,2024-06,14,0
4726,735,2024-07,6,1
4727,735,2024-08,11,1
4728,735,2024-09,2,1
4729,735,2024-10,4,0
4730,735,2024-11,2,0
4731,735,2024-12,7,1
4732,736,2024-01,49,0
4733,736,2024-02,46,0
4734,736,2024-03,52,0
4735,736,2024-04,45,0
4736,736,2024-05,60,0
4737,736,2024-06,51,0
4738,736,2024-07,58,0
4739,736,2024-08,51,0
4740,736,2024-09,48,0
4741,736,2024-10,59,0
4742,736,2024-11,54,0
4743,736,2024-12,63,0
4744,737,2024-01,13,0
4745,737,2024-02,13,1
4746,737,2024-03,21,0
4747,737,2024-04,21,0
4748,737,2024-05,16,0
4749,737,2024-06,32,0
4750,737,2024-07,14,1
4751,737,2024-08,9,1
4752,737,2024-09,10,1
4753,737,2024-10,14,0
4754,737,2024-11,23,1
4755,737,2024-12,15,0
4756,738,2024-01,37,0
4757,738,2024-02,32,0
4758,738,2024-03,35,0
4759,738,2024-04,31,0
4760,738,2024-05,31,0
4761,738,2024-06,33,0
4762,738,2024-07,27,0
4763,738,2024-08,27,0
4764,738,2024-09,31,0
4765,738,2024-10,39,0
4766,738,2024-11,22,0
4767,738,2024-12,19,0
4768,743,2024-12,2,0
4769,744,2024-01,27,0
4770,744,2024-02,22,0
4771,744,2024-03,16,0
4772,744,2024-04,22,0
4773,744,2024-05,13,0
4774,744,2024-06,25,0
4775,744,2024-07,20,0
4776,744,2024-08,21,0
4777,744,2024-09,24,0
4778,744,2024-10,23,0
4779,744,2024-11,19,0
4780,744,2024-12,27,0
4781,745,2024-01,27,0
4782,745,2024-02,15,0
4783,745,2024-03,22,1
4784,745,2024-04,18,0
4785,745,2024-05,17,1
4786,745,2024-06,26,1
4787,745,2024-07,21,0
4788,745,2024-08,23,1
4789,745,2024-09,20,1
4790,745,2024-10,25,1
4791,745,2024-11,27,1
4792,745,2024-12,34,1
4793,747,2024-01,47,0
4794,747,2024-02,40,0
4795,747,2024-03,45,0
4796,747,2024-04,52,0
4797,747,2024-05,44,0
4798,747,2024-06,40,0
4799,747,2024-07,44,0
4800,747,2024-08,45,0
4801,751,2024-09,20,1
4802,751,2024-10,27,1
4803,751,2024-11,25,1
4804,751,2024-12,29,1
4805,753,2024-01,23,0
4806,753,2024-02,28,1
4807,753,2024-03,23,1
4808,753,2024-04,20,1
4809,753,2024-05,23,0
4810,753,2024-06,17,0
4811,753,2024-07,34,1
4812,753,2024-08,26,1
4813,753,2024-09,22,1
4814,753,2024-10,24,1
4815,753,2024-11,13,1
4816,753,2024-12,33,0
4817,754,2024-01,60,0
4818,754,2024-02,54,1
4819,754,2024-03,55,0
4820,754,2024-04,47,0
4821,754,2024-05,48,1
4822,754,2024-06,45,0
4823,754,2024-07,53,1
4824,754,2024-08,59,0
4825,754,2024-09,52,0
4826,754,2024-10,55,0
4827,754,2024-11,58,0
4828,754,2024-12,45,0
4829,757,2024-01,51,0
4830,757,2024-02,47,1
4831,757,2024-03,44,0
4832,757,2024-04,46,0
4833,757,2024-05,46,1
4834,757,2024-06,43,1
4835,757,2024-07,49,0
4836,757,2024-08,39,1
4837,757,2024-09,44,0
4838,757,2024-10,48,0
4839,757,2024-11,28,0
4840,757,2024-12,44,0
4841,758,2024-02,15,0
4842,758,2024-03,3,0
4843,758,2024-04,13,0
4844,758,2024-05,8,0
4845,758,2024-06,13,0
4846,758,2024-07,11,0
4847,758,2024-08,7,0
4848,758,2024-09,17,0
4849,758,2024-10,9,0
4850,758,2024-11,13,0
4851,758,2024-12,18,0
4852,759,2024-01,35,0
4853,759,2024-02,40,0
4854,759,2024-03,37,0
4855,759,2024-04,38,0
4856,759,2024-05,50,0
4857,759,2024-06,42,0
4858,759,2024-07,41,0
4859,759,2024-08,42,0
4860,759,2024-09,42,0
4861,759,2024-10,30,0
4862,759,2024-11,51,0
4863,759,2024-12,32,0
4864,761,2024-01,34,1
4865,761,2024-02,29,0
4866,761,2024-03,26,0
4867,761,2024-04,24,0
4868,761,2024-05,39,0
4869,761,2024-06,29,0
4870,761,2024-07,26,1
4871,761,2024-08,23,1
4872,761,2024-09,22,1
4873,761,2024-10,26,0
4874,761,2024-11,21,1
4875,761,2024-12,29,1
4876,764,2024-08,32,1
4877,764,2024-09,41,1
4878,764,2024-10,40,1
4879,764,2024-11,35,0
4880,764,2024-12,38,1
4881,765,2024-01,61,0
4882,765,2024-02,50,0
4883,765,2024-03,66,0
4884,765,2024-04,56,0
4885,765,2024-05,61,0
4886,765,2024-06,61,1
4887,765,2024-07,45,0
4888,765,2024-08,54,0
4889,765,2024-09,62,0
4890,765,2024-10,58,0
4891,765,2024-11,61,0
4892,765,2024-12,58,0
4893,766,2024-01,16,0
4894,766,2024-02,10,0
4895,766,2024-03,17,0
4896,766,2024-04,5,0
4897,766,2024-05,9,1
4898,766,2024-06,7,0
4899,766,2024-07,11,0
4900,766,2024-08,8,0
4901,766,2024-09,8,0
4902,766,2024-10,6,0
4903,766,2024-11,7,0
4904,766,2024-12,9,0
4905,768,2024-04,35,0
4906,768,2024-05,34,0
4907,768,2024-06,46,0
4908,768,2024-07,32,0
4909,768,2024-08,45,1
4910,768,2024-09,44,1
4911,768,2024-10,48,0
4912,768,2024-11,42,0
4913,768,2024-12,53,0
4914,774,2024-06,56,0
4915,774,2024-07,44,0
4916,774,2024-08,50,0
4917,774,2024-09,59,0
4918,774,2024-10,48,0
4919,774,2024-11,51,1
4920,774,2024-12,59,0
4921,775,2024-01,53,1
4922,775,2024-02,61,1
4923,775,2024-03,51,0
4924,775,2024-04,41,1
4925,775,2024-05,62,0
4926,775,2024-06,58,1
4927,775,2024-07,58,1
4928,775,2024-08,50,1
4929,775,2024-09,50,0
4930,775,2024-10,61,0
4931,775,2024-11,57,1
4932,775,2024-12,55,1
4933,779,2024-01,45,0
4934,779,2024-02,51,0
4935,779,2024-03,47,0
4936,779,2024-04,41,0
4937,779,2024-05,36,0
4938,779,2024-06,46,0
4939,779,2024-07,39,0
4940,779,2024-08,38,0
4941,779,2024-09,50,0
4942,779,2024-10,48,0
4943,779,2024-11,45,0
4944,779,2024-12,37,0
4945,780,2024-10,40,1
4946,780,2024-11,37,1
